place_overall,place_gender,sex,name,bib,division,half_split,finish
Place Overall,Place Gender,M,,BIB,Division,HALF,Finish
7946,2406,W,"Coelho, Cristina (USA)",23695,40-44,01:59:22,04:08:03
7949,2407,W,"Walton-Robertson, Supaporn (NZL)",35189,35-39,02:02:40,04:08:05
7951,2408,W,"Edwards, Amber (USA)",30432,35-39,01:58:02,04:08:07
7952,2409,W,"VanCura, Stacy (USA)",10979,50-54,01:54:43,04:08:07
7954,2410,W,"Sluzewicz, Kourtney (USA)",27802,35-39,02:08:05,04:08:07
7956,2411,W,"Karbach, Kellie (USA)",32291,25-29,01:55:45,04:08:08
7962,2412,W,"Vercoski, Michele (USA)",13964,40-44,02:00:13,04:08:10
7967,2413,W,"Kloner, Lauren (USA)",13910,40-44,01:56:36,04:08:12
7968,2414,W,"Strasburg, Rebecca (USA)",7778,30-34,01:49:11,04:08:12
7969,2415,W,"Deeley-wood, Mairead (USA)",14706,30-34,01:58:08,04:08:13
7973,2416,W,"Barcia Pena, Susana (ESP)",34517,35-39,02:04:41,04:08:17
7974,2417,W,"MacIsaac, Elizabeth (USA)",21751,25-29,01:59:31,04:08:17
7975,2418,W,"Holt, Gemma (USA)",32213,25-29,02:03:38,04:08:17
7976,2419,W,"Hunt, LeeAnne (USA)",17212,40-44,01:57:23,04:08:18
7978,2420,W,"Ramirez, Yeni (USA)",9865,40-44,01:56:19,04:08:19
7979,2421,W,"Matyas-Brower, Alana (USA)",29388,35-39,02:01:27,04:08:20
7983,2422,W,"Jing, Yang (CHN)",35419,30-34,02:03:03,04:08:22
7985,2423,W,"Adas, Samantha (USA)",23723,25-29,02:05:40,04:08:22
7986,2424,W,"Garcia, Emily (USA)",9843,30-34,02:03:46,04:08:23
7987,2425,W,"Heo, Sophia (USA)",16318,25-29,02:04:55,04:08:23
7988,2426,W,"LaPointe, Jessica (USA)",7832,40-44,02:05:37,04:08:23
7989,2427,W,"Howe, Shannon (USA)",33508,40-44,01:59:23,04:08:23
7992,2428,W,"Wajda, Jolanta (POL)",24667,50-54,01:58:28,04:08:24
7994,2429,W,"Barthel, Elizabeth (USA)",25346,30-34,01:55:53,04:08:25
8002,2430,W,"Flores, Griselda (USA)",16112,40-44,01:54:42,04:08:28
8003,2431,W,"Bazan, Carolina (USA)",29404,30-34,01:58:59,04:08:29
8005,2432,W,"Derrico, Cathleen (USA)",28706,45-49,02:00:46,04:08:29
8006,2433,W,"Groberski, Victoria (USA)",8782,25-29,01:44:43,04:08:29
8007,2434,W,"Remec, Claire (USA)",14092,25-29,01:51:57,04:08:30
8008,2435,W,"Steinmetz, Alexis (USA)",34720,30-34,01:58:35,04:08:30
8012,2436,W,"Kurp, Katie (USA)",6876,25-29,02:02:48,04:08:32
8013,2437,W,"Gabriel, Julia (USA)",25283,25-29,01:56:52,04:08:32
8015,2438,W,"Deriggi- Werdell, Jenna (USA)",10685,35-39,01:57:06,04:08:32
8017,2439,W,"Fuller, Veronica (USA)",29375,55-59,01:50:41,04:08:32
8019,2440,W,"Ferguson, Taylor (USA)",28582,30-34,02:07:17,04:08:32
8020,2441,W,"McCarthy, Erin (USA)",36194,30-34,02:00:36,04:08:33
8023,2442,W,"Gupton, Lissa (USA)",13972,40-44,02:05:37,04:08:34
8025,2443,W,"Murphy, Martha (USA)",34593,25-29,01:59:41,04:08:35
8026,2444,W,"Sisson, Arla (USA)",26212,20-24,01:58:32,04:08:35
8027,2445,W,"Coppersmith, Georgette (USA)",12981,50-54,01:57:08,04:08:35
8030,2446,W,"Pastko, Julie (USA)",27049,35-39,01:57:58,04:08:36
8034,2447,W,"Granados Vega, Kattya (CRC)",15961,45-49,01:55:18,04:08:37
8035,2448,W,"Bobak, Natalia (USA)",25250,20-24,01:54:38,04:08:38
8036,2449,W,"Furrer, Madelyn (USA)",25311,25-29,02:06:03,04:08:38
8037,2450,W,"McArthur, Hatley (USA)",24001,25-29,02:00:27,04:08:39
8039,2451,W,"Shelbourne, Jennifer (USA)",10968,50-54,01:57:46,04:08:40
8040,2452,W,"Morales Henaro, Lorena (MEX)",15811,50-54,02:06:20,04:08:40
8042,2453,W,"Velazquez, Aidana (MEX)",21141,30-34,01:59:12,04:08:41
8043,2454,W,"Lira, Debbie (MEX)",35489,30-34,01:56:49,04:08:41
8044,2455,W,"Chen, Shanni (USA)",14374,30-34,01:54:54,04:08:42
8046,2456,W,"Moy, Elizabeth (USA)",8891,25-29,01:57:38,04:08:42
8047,2457,W,"Pini, May (USA)",13615,45-49,02:03:35,04:08:42
8048,2458,W,"Diaz, Olga (USA)",7930,40-44,02:02:38,04:08:43
8050,2459,W,"Mayo, Regina (MEX)",20434,35-39,01:58:42,04:08:43
8051,2460,W,"Tovar, Maria (USA)",16135,40-44,01:53:09,04:08:43
8052,2461,W,"Benfield, Madison (USA)",31278,25-29,01:59:19,04:08:43
8055,2462,W,"Ryan, Gina (USA)",12832,35-39,01:52:44,04:08:45
8058,2463,W,"Plummer, Kira (USA)",26677,30-34,01:58:42,04:08:45
8060,2464,W,"Zerante, Lauren (USA)",11578,25-29,01:54:09,04:08:45
8061,2465,W,"Bennett, Darby (USA)",27225,25-29,01:56:05,04:08:47
8063,2466,W,"Faro, Tammy (USA)",30662,50-54,02:04:20,04:08:47
8065,2467,W,"Nagorny, Lisa (USA)",14714,35-39,01:56:50,04:08:47
8069,2468,W,"Negri, Victoria (USA)",6800,30-34,01:51:46,04:08:48
8076,2469,W,"White, Wendy (USA)",6741,60-64,01:58:09,04:08:51
8078,2470,W,"Chen, Victoria (USA)",31334,25-29,01:59:10,04:08:52
8079,2471,W,"Gabbert, Colleen (USA)",23125,30-34,02:00:04,04:08:52
8080,2472,W,"O'Neill, Colleen (USA)",23126,35-39,02:00:05,04:08:52
8090,2473,W,"Swanson, Whitney (USA)",12429,35-39,01:52:55,04:08:57
8092,2474,W,"Renaud, Elizabeth (USA)",14498,45-49,01:53:04,04:08:58
8093,2475,W,"Klein, Alexandra (MEX)",34094,25-29,02:04:54,04:08:59
8096,2476,W,"Alger, Madeleine (USA)",29084,30-34,01:54:59,04:09:00
8105,2477,W,"Vest, Carrie (USA)",35095,30-34,01:59:46,04:09:03
8106,2478,W,"King, Lisa (USA)",12686,45-49,01:56:12,04:09:03
8108,2479,W,"Figueroa, Samantha (MEX)",22555,25-29,02:00:35,04:09:03
8111,2480,W,"Jacobs, Eleanor (USA)",24164,25-29,02:01:46,04:09:05
8112,2481,W,"Hurst, Meghan (USA)",6680,40-44,01:51:51,04:09:05
8115,2482,W,"Snader, Michelle (USA)",38161,30-34,01:58:57,04:09:06
8117,2483,W,"Snader, Janelle (USA)",38164,30-34,01:58:57,04:09:07
8119,2484,W,"Catledge, Marcella (USA)",9866,60-64,01:56:21,04:09:08
8121,2485,W,"Arrieta, Claudia (PER)",4901,40-44,01:57:32,04:09:08
8122,2486,W,"Vukelich, Katherine (USA)",14575,40-44,02:01:28,04:09:09
8123,2487,W,"Settanni, Victoria (USA)",44254,25-29,01:59:49,04:09:09
8128,2488,W,"Hillner, Kaitlin (USA)",30563,30-34,02:04:25,04:09:11
8130,2489,W,"Moshage, Sara (USA)",24377,25-29,02:00:00,04:09:13
8134,2490,W,"Foster, Allison (USA)",11655,40-44,01:58:07,04:09:15
8138,2491,W,"Gomez, Fatima (MEX)",21200,35-39,02:06:49,04:09:17
8140,2492,W,"Cotera De Lira, Diana (MEX)",28988,35-39,02:01:13,04:09:18
8142,2493,W,"Simpson, Ruth (EST)",16511,35-39,01:56:57,04:09:19
8146,2494,W,"White, Jessica (USA)",12770,30-34,01:57:19,04:09:19
8147,2495,W,"Reeve, Shannan (USA)",37216,35-39,01:59:00,04:09:20
8148,2496,W,"Schneider, Katie (USA)",34382,45-49,01:48:28,04:09:21
8149,2497,W,"Espinosa Sanchez, Liliana (MEX)",27974,30-34,01:58:53,04:09:22
8151,2498,W,"Paden, Emma (USA)",36146,30-34,02:00:40,04:09:22
8153,2499,W,"Johnson Mounsey, Kiah (USA)",13927,40-44,02:00:14,04:09:22
8154,2500,W,"Bouchkouj, Najat (USA)",24219,40-44,02:08:46,04:09:23
8155,2501,W,"Topper, Bridget (USA)",26059,30-34,02:02:32,04:09:23
8156,2502,W,"Verdeyen, Elyse (USA)",31596,30-34,02:01:30,04:09:23
8159,2503,W,"Diaz Cadavid, Jullieth (COL)",20028,35-39,01:59:43,04:09:25
8162,2504,W,"Dransoff, Marisa (USA)",35741,25-29,01:59:52,04:09:25
8165,2505,W,"Ritchie, Jennifer (USA)",12954,25-29,02:00:28,04:09:26
8168,2506,W,"Whitehead, Whitney (USA)",15664,45-49,01:57:07,04:09:27
8170,2507,W,"Edwards, Jacqueline (USA)",11851,55-59,01:57:14,04:09:28
8176,2508,W,"Bloom, Lucie (GBR)",30008,40-44,01:53:03,04:09:29
8179,2509,W,"Jin, Sonya (USA)",14228,40-44,01:48:51,04:09:30
8180,2510,W,"Feldhake, Emily (USA)",24042,30-34,02:00:04,04:09:30
8183,2511,W,"Alfie, Julia (ARG)",14029,50-54,,04:09:31
8186,2512,W,"Enjaian, Jeni (USA)",11778,35-39,02:00:23,04:09:32
8187,2513,W,"Werre, Jessica (USA)",30034,30-34,02:00:53,04:09:33
8188,2514,W,"Hollon, Kristine (USA)",10969,40-44,01:57:25,04:09:34
8191,2515,W,"Malbari, Fatema (USA)",33478,35-39,01:59:22,04:09:35
8198,2516,W,"Pinto, Barbara (GUA)",22457,30-34,01:59:35,04:09:39
8200,2517,W,"Chan, Miriam (USA)",33045,35-39,01:54:47,04:09:39
8209,2518,W,"Gama, Claudia (MEX)",21307,45-49,01:56:22,04:09:43
8210,2519,W,"Araiza, Virginia (USA)",29463,45-49,01:59:53,04:09:43
8212,2520,W,"Pan, Amy (USA)",31343,25-29,02:02:22,04:09:44
8215,2521,W,"Clifford, Victoria (USA)",46127,25-29,02:01:10,04:09:45
8216,2522,W,"Ledesma, Debora (ARG)",27061,35-39,01:59:50,04:09:45
8218,2523,W,"Franyuti, Andrea (MEX)",10245,25-29,02:00:58,04:09:45
8221,2524,W,"Brody, Ekaterina (USA)",13308,35-39,01:55:56,04:09:45
8222,2525,W,"Andriesse, Nicole (USA)",9550,45-49,01:57:15,04:09:45
8223,2526,W,"Duffy, Katherine (USA)",34777,30-34,02:06:19,04:09:46
8224,2527,W,"Durbin, Hannah (USA)",26653,30-34,02:00:54,04:09:46
8225,2528,W,"Gomez, Ana (USA)",11989,50-54,02:02:01,04:09:46
8226,2529,W,"Janowiak, Desirae (USA)",20954,45-49,02:09:26,04:09:46
8227,2530,W,"Temple, Marissa (USA)",27158,40-44,01:59:19,04:09:47
8229,2531,W,"Woodruff, Amanda (USA)",30839,40-44,02:07:38,04:09:49
8231,2532,W,"Gray, Cindy (USA)",28376,35-39,01:57:48,04:09:50
8239,2533,W,"Tipkelan, Belinda (USA)",15409,40-44,01:56:31,04:09:53
8242,2534,W,"Weidenbacher, Lydia (USA)",12724,30-34,01:51:41,04:09:54
8246,2535,W,"Macardy, Amy (USA)",33223,35-39,02:00:23,04:09:55
8247,2536,W,"Park, Gabriel (USA)",28006,25-29,01:59:17,04:09:56
8248,2537,W,"Fiess, Camille (USA)",25549,30-34,01:59:12,04:09:56
8252,2538,W,"Linden, Hillary (USA)",23325,35-39,01:50:01,04:09:57
8253,2539,W,"MacFadden, Leah (USA)",15894,35-39,02:00:50,04:09:57
8254,2540,W,"Orr, Mary (USA)",12706,30-34,01:56:06,04:09:58
8255,2541,W,"McMahon, Erika (USA)",14794,35-39,02:01:30,04:09:58
8256,2542,W,"Obrien, Cassidy (USA)",36880,30-34,01:52:17,04:09:58
8257,2543,W,"Simon, Jodi (USA)",10974,50-54,02:00:08,04:09:58
8261,2544,W,"Wipf, Katie (USA)",43255,25-29,02:05:07,04:10:01
8262,2545,W,"Verstegen, Amanda (USA)",8647,30-34,01:55:24,04:10:01
8265,2546,W,"Borlik, Emily (USA)",6879,40-44,02:00:55,04:10:03
8266,2547,W,"Lunt, Trisha (CAN)",19381,45-49,01:55:15,04:10:04
8268,2548,W,"Tatusko, Megan (USA)",7811,25-29,01:57:07,04:10:04
8269,2549,W,"Boles, Brogan (USA)",31121,25-29,01:57:28,04:10:04
8273,2550,W,"Schaar, Megan (USA)",25890,35-39,02:05:16,04:10:06
8274,2551,W,"Buckley, Tara (USA)",7627,35-39,01:46:07,04:10:07
8275,2552,W,"Burlet, Teresa (USA)",14619,50-54,01:57:51,04:10:07
8279,2553,W,"Miller, Danielle (USA)",4599,25-29,02:02:13,04:10:09
8284,2554,W,"DiGiacomo, Danielle (USA)",31875,25-29,02:08:20,04:10:12
8285,2555,W,"Frank, Willemijn (NED)",32245,35-39,02:00:25,04:10:12
8286,2556,W,"Frye, Leigh (USA)",14233,30-34,01:54:37,04:10:12
8287,2557,W,"Poulos, Jacqueline (USA)",27271,40-44,01:59:52,04:10:13
8288,2558,W,"Jeong, Natalie (USA)",6736,50-54,01:53:01,04:10:13
8293,2559,W,"Ames, Tiffany (USA)",15155,40-44,02:04:03,04:10:15
8294,2560,W,"Pabin, Karyn (USA)",28836,45-49,02:01:56,04:10:15
8298,2561,W,"Guenthner, Allison (USA)",13500,25-29,01:55:08,04:10:16
8299,2562,W,"Bowman, Devon (USA)",34694,35-39,02:04:10,04:10:16
8303,2563,W,"Duffy-Cabana, Marilyn (USA)",9629,35-39,01:57:28,04:10:17
8311,2564,W,"Gill, Haleigh (USA)",24305,30-34,02:01:05,04:10:21
8313,2565,W,"Mills, Angel (USA)",15882,50-54,02:00:11,04:10:22
8314,2566,W,"Morimoto, Naomi (USA)",31372,25-29,01:56:19,04:10:22
8324,2567,W,"Gehrls, Kerry (USA)",18469,30-34,01:49:53,04:10:26
8328,2568,W,"Plattner, Melanie (USA)",7428,25-29,01:40:21,04:10:29
8329,2569,W,"Baglieri, Christen (USA)",33264,40-44,01:58:02,04:10:30
8331,2570,W,"Asher, Emily (USA)",31217,35-39,01:58:30,04:10:31
8333,2571,W,"Richer, Emma (USA)",10841,35-39,01:53:49,04:10:31
8334,2572,W,"McMahon, Erin (USA)",29489,25-29,02:03:56,04:10:31
8335,2573,W,"Gunther, Claire (USA)",16624,45-49,02:00:43,04:10:31
8337,2574,W,"Kennard, Andrea (USA)",17565,20-24,01:59:45,04:10:32
8339,2575,W,"Wilmoth, Briana (USA)",26489,25-29,02:00:21,04:10:33
8341,2576,W,"Cannan, Jenny (USA)",33566,40-44,01:59:56,04:10:34
8342,2577,W,"Carmona, Maria (MEX)",3889,30-34,01:56:31,04:10:34
8345,2578,W,"Mandzen, Erin (USA)",25546,25-29,01:58:27,04:10:35
8347,2579,W,"Anderson, Kayde (USA)",14780,35-39,01:59:57,04:10:35
8351,2580,W,"Calonge, Leticia (BRA)",35506,40-44,01:58:22,04:10:36
8352,2581,W,"Todhunter, Rachel (USA)",23295,25-29,02:00:13,04:10:37
8354,2582,W,"Graves, M. Trish (USA)",12511,35-39,01:44:32,04:10:38
8355,2583,W,"Arden, Emma (USA)",23941,30-34,02:04:12,04:10:38
8356,2584,W,"Lopez, Katia (USA)",12916,45-49,01:58:24,04:10:38
8358,2585,W,"Finucane, Marygrace (USA)",29908,20-24,02:02:23,04:10:39
8361,2586,W,"Yeager, Meghan (USA)",26583,35-39,02:00:56,04:10:40
8362,2587,W,"Williams, Katherine (USA)",11640,30-34,02:03:05,04:10:40
8363,2588,W,"Minicucci, Olivia (CAN)",28221,25-29,01:59:01,04:10:41
8364,2589,W,"Serrano Carias, Ana (HON)",15639,30-34,02:00:20,04:10:41
8368,2590,W,"Oliveira, Adelia (BRA)",16473,40-44,01:56:46,04:10:43
8369,2591,W,"Solano, Marissia (CRC)",20275,35-39,01:55:58,04:10:43
8371,2592,W,"Ream, Claudine (USA)",34282,25-29,01:59:18,04:10:43
8372,2593,W,"Dwyer, Kathryn (USA)",33184,25-29,01:56:20,04:10:43
8373,2594,W,"Cohen, Rachel (USA)",32566,30-34,02:02:31,04:10:44
8374,2595,W,"Watson, Jennifer (USA)",37411,35-39,02:02:32,04:10:44
8375,2596,W,"Laboe, Helen (USA)",9919,20-24,02:00:00,04:10:44
8376,2597,W,"Zyniecki, Catherine (USA)",34553,50-54,01:54:55,04:10:45
8377,2598,W,"Summerhill-Brcka, Stephanie (USA)",13841,45-49,01:52:15,04:10:45
8381,2599,W,"Dudaryk, Kathleen (USA)",13702,50-54,01:53:43,04:10:47
8384,2600,W,"Dixon, Margaret (USA)",32750,20-24,01:59:36,04:10:48
8385,2601,W,"Kratky, Stacey (USA)",26318,30-34,01:57:38,04:10:49
8386,2602,W,"Crask, Erin (USA)",24646,30-34,02:03:49,04:10:49
8387,2603,W,"Mesplay, Madison (USA)",33317,20-24,01:52:32,04:10:51
8388,2604,W,"Owen, Laura (USA)",13925,45-49,01:53:21,04:10:52
8394,2605,W,"Hernandez, Daniela (MEX)",4823,30-34,01:58:29,04:10:53
8397,2606,W,"Deschamps, Roberta (MEX)",19883,35-39,02:01:33,04:10:55
8398,2607,W,"Nelson, Cindy (USA)",28484,40-44,02:07:39,04:10:55
8402,2608,W,"Brandt, Nicole (USA)",7985,30-34,01:59:03,04:10:57
8408,2609,W,"Jester, Taylor (USA)",34549,25-29,01:58:00,04:10:58
8409,2610,W,"Siefring, Anna (USA)",33450,25-29,02:04:31,04:10:58
8414,2611,W,"Perez, Alejandra (USA)",36394,25-29,02:00:31,04:11:00
8416,2612,W,"Naranjo, Kathryn (USA)",8645,25-29,01:53:13,04:11:00
8417,2613,W,"Molloy, Carolyn (USA)",27048,30-34,01:56:16,04:11:01
8421,2614,W,"Mitchell, Taryn (USA)",23046,30-34,01:57:00,04:11:02
8422,2615,W,"Henning, Mimi (USA)",28480,25-29,02:05:55,04:11:02
8424,2616,W,"Stradal, Morgan (USA)",8897,25-29,02:04:43,04:11:02
8425,2617,W,"Dyke, Chloe (USA)",31132,25-29,01:59:06,04:11:03
8426,2618,W,"Lee, Natalie (USA)",36098,25-29,01:56:11,04:11:03
8429,2619,W,"Maziarka, Kimberly (USA)",25003,35-39,02:02:24,04:11:05
8431,2620,W,"Cornejo, Maria (MEX)",15814,30-34,01:54:54,04:11:06
8433,2621,W,"Chaves, Alessandra (CRC)",16359,35-39,01:53:48,04:11:06
8436,2622,W,"Sage, Rachael (USA)",12500,45-49,01:55:17,04:11:07
8446,2623,W,"Kennedy, Margaret (USA)",36343,35-39,01:59:27,04:11:09
8447,2624,W,"Boardman, Jennifer (USA)",16784,40-44,01:54:51,04:11:09
8449,2625,W,"Mattessich, Noelle (USA)",19419,25-29,02:05:29,04:11:11
8450,2626,W,"Peeler, Amy (USA)",38167,40-44,02:00:16,04:11:11
8451,2627,W,"Chroniger, Ashley (USA)",14239,25-29,01:59:37,04:11:12
8454,2628,W,"Styron, Laura (USA)",32366,35-39,01:57:44,04:11:13
8458,2629,W,"Blazej, Iveta (USA)",11539,50-54,01:59:38,04:11:16
8460,2630,W,"Kohler, Courtney (USA)",33361,30-34,01:54:59,04:11:17
8461,2631,W,"McMahon, Lindsay (USA)",31155,35-39,01:51:22,04:11:17
8464,2632,W,"Fleming, Erin (USA)",27429,30-34,02:02:30,04:11:17
8465,2633,W,"Durbin, Tracy (GBR)",36867,40-44,01:55:30,04:11:17
8468,2634,W,"Nevryueva, Marina (USA)",24211,40-44,01:58:18,04:11:18
8471,2635,W,"Webber, Kateland (USA)",13746,40-44,02:02:53,04:11:19
8472,2636,W,"Maslanka, Laura (USA)",8944,40-44,01:59:06,04:11:19
8474,2637,W,"Taylor Cho, Jessica (USA)",17296,30-34,01:54:18,04:11:20
8475,2638,W,"Gasparoli, Marissa (USA)",20534,35-39,01:59:40,04:11:21
8476,2639,W,"Cunningham, Danielle (USA)",25585,35-39,02:05:19,04:11:21
8477,2640,W,"Real Zarate, Adriana (MEX)",4853,40-44,02:00:02,04:11:21
8481,2641,W,"Silva, Gina (USA)",5535,30-34,01:53:05,04:11:22
8485,2642,W,"Goldberg, Margaret (USA)",11757,50-54,01:59:28,04:11:23
8490,2643,W,"Kwon, Lanna (USA)",25460,40-44,02:03:24,04:11:25
8494,2644,W,"Brunn, Kathleen (USA)",28414,45-49,01:58:13,04:11:27
8497,2645,W,"Lord, Jessica (USA)",12971,40-44,01:51:46,04:11:27
8499,2646,W,"Erker-Lynch, Catherine (USA)",25736,35-39,02:03:47,04:11:28
8501,2647,W,"Scott, Allison (USA)",5977,30-34,02:02:16,04:11:28
8502,2648,W,"Di laura, Antonella (GER)",22245,30-34,01:58:01,04:11:28
8503,2649,W,"Cornejo Escatell, Andrea (MEX)",21074,30-34,01:56:14,04:11:28
8506,2650,W,"Lytle, Sarah (USA)",14432,30-34,01:53:56,04:11:30
8509,2651,W,"Wayne, Rachel (USA)",25100,35-39,01:56:30,04:11:31
8518,2652,W,"Hickey, Rachel (USA)",17507,25-29,02:00:11,04:11:35
8520,2653,W,"Ambrose, Brooke (USA)",26699,35-39,01:59:11,04:11:35
8521,2654,W,"Hanners, Madison (USA)",10550,20-24,01:53:35,04:11:36
8522,2655,W,"Kinner, Nancy (USA)",33230,40-44,01:55:52,04:11:36
8525,2656,W,"Sher, Jennifer (USA)",25391,25-29,02:04:43,04:11:37
8529,2657,W,"Hamper, Brady (CAN)",1936,30-34,02:00:56,04:11:37
8530,2658,W,"McEvilly, Maddison (USA)",5464,30-34,01:56:09,04:11:37
8535,2659,W,"Sifferman, Kathrine (USA)",24434,40-44,02:02:18,04:11:38
8536,2660,W,"Ortega-Martinez, Irene (CRC)",17372,40-44,01:51:42,04:11:38
8539,2661,W,"Holtrop, Mary Pat (USA)",8852,30-34,01:47:09,04:11:39
8540,2662,W,"Beehler, Alexandra (USA)",33110,30-34,01:58:15,04:11:40
8541,2663,W,"Leal, Ana Maria (MEX)",19959,25-29,02:01:22,04:11:41
8543,2664,W,"Bruce, Susan (USA)",13824,50-54,01:52:11,04:11:41
8544,2665,W,"Caproni, Julia (USA)",33353,25-29,02:01:12,04:11:41
8550,2666,W,"Redders, Jasmin (USA)",16566,25-29,02:04:46,04:11:44
8556,2667,W,"Plichta, Holly (USA)",28257,25-29,01:49:29,04:11:45
8561,2668,W,"Vargas, Maria (USA)",6684,25-29,01:56:22,04:11:47
8562,2669,W,"Murray, Kate (USA)",11616,40-44,01:52:40,04:11:48
8564,2670,W,"Galer, Stacy (USA)",14935,50-54,02:02:27,04:11:48
8569,2671,W,"Yong, Jillian (USA)",30960,25-29,02:03:43,04:11:49
8571,2672,W,"Tobin, Elizabeth (USA)",28015,40-44,02:04:11,04:11:52
8576,2673,W,"Yassa, Michelle (USA)",35678,40-44,01:59:10,04:11:54
8577,2674,W,"Valencia, Fernanda (MEX)",21344,20-24,01:52:17,04:11:54
8581,2675,W,"Dominguez, Mariane (MEX)",20484,30-34,02:01:10,04:11:56
8584,2676,W,"McNicholas, Emily (USA)",16205,25-29,01:51:36,04:11:56
8586,2677,W,"Freed, Allie (USA)",34971,25-29,02:07:19,04:11:56
8588,2678,W,"Baker, Sara (USA)",5567,30-34,01:49:53,04:11:58
8600,2679,W,"James, Megan (USA)",26142,35-39,02:00:21,04:12:02
8601,2680,W,"Packer, Anne (USA)",13669,40-44,01:55:03,04:12:03
8603,2681,W,"Synyuk, Anastasiia (UKR)",6787,30-34,01:58:56,04:12:04
8605,2682,W,"Garrido, Barbara (MEX)",3764,40-44,01:57:36,04:12:05
8607,2683,W,"Sullivan, Terri (USA)",11391,55-59,01:56:38,04:12:05
8608,2684,W,"Daly, Emily (USA)",8807,30-34,02:00:52,04:12:05
8609,2685,W,"Weber, Clara (GER)",28131,20-24,01:56:13,04:12:05
8612,2686,W,"Joyner, Rebecca (USA)",22666,40-44,02:05:45,04:12:06
8613,2687,W,"Mujica, Ana (VEN)",19279,35-39,02:06:26,04:12:07
8615,2688,W,"Buenzli, Delaney (USA)",34056,25-29,01:57:51,04:12:09
8617,2689,W,"Swanson, Margaret (USA)",20988,25-29,02:02:32,04:12:10
8618,2690,W,"Bresnahan, Megan (USA)",35298,25-29,02:09:36,04:12:10
8620,2691,W,"Lee, Abigail (USA)",33155,20-24,02:01:07,04:12:11
8621,2692,W,"Glivinski, Elizabeth (USA)",21753,25-29,02:02:32,04:12:11
8626,2693,W,"Connelly, Lucy (USA)",32626,25-29,01:59:12,04:12:13
8627,2694,W,"Hogdal, Leah (USA)",25312,30-34,02:08:09,04:12:13
8629,2695,W,"Glover, Kaley (USA)",5423,30-34,01:53:57,04:12:13
8630,2696,W,"Rodriguez, Catherin (COL)",20249,25-29,01:57:05,04:12:13
8632,2697,W,"Betancourt, Michelle (USA)",36950,35-39,02:07:04,04:12:13
8644,2698,W,"Moran, Sigrid (GUA)",20139,35-39,02:07:40,04:12:17
8648,2699,W,"Vargas Bornacini, Natalia (MEX)",10351,20-24,01:51:24,04:12:18
8650,2700,W,"Loss, Carli (USA)",27129,30-34,02:08:13,04:12:18
8652,2701,W,"Arredondo, Alejandra (MEX)",3738,35-39,01:48:18,04:12:19
8653,2702,W,"Dousharm, Kristina (USA)",13962,40-44,01:55:32,04:12:20
8654,2703,W,"Vasquez, Melissa (USA)",25911,30-34,02:06:03,04:12:20
8655,2704,W,"Bott, Rachel (USA)",7924,25-29,01:45:57,04:12:21
8658,2705,W,"Benson, Elizabeth (USA)",13613,40-44,02:02:38,04:12:22
8662,2706,W,"Ramirez, Monica (MEX)",20196,20-24,01:47:23,04:12:24
8663,2707,W,"Fernandez Sturm, Rita (USA)",37771,50-54,02:01:17,04:12:25
8664,2708,W,"Medina, Karina (ARG)",16918,50-54,01:59:58,04:12:25
8667,2709,W,"Schechter, Cecilia (USA)",23292,30-34,01:53:53,04:12:26
8668,2710,W,"Nicholls, Georgia (USA)",14981,50-54,01:54:41,04:12:27
8670,2711,W,"Osterhoff, Kisha (USA)",30709,25-29,02:07:16,04:12:28
8674,2712,W,"Barkes, Allie (USA)",21745,25-29,02:06:32,04:12:30
8675,2713,W,"Mermelstein, Kathryn (USA)",13697,25-29,02:02:55,04:12:30
8676,2714,W,"Boudreau, Shelby (USA)",28148,25-29,02:02:56,04:12:30
8677,2715,W,"Hicks, Andrea (USA)",15458,25-29,01:53:24,04:12:30
8679,2716,W,"Morgan, Lori (USA)",28560,55-59,02:04:43,04:12:31
8680,2717,W,"Asikis, Victoria (CAN)",19374,30-34,02:02:36,04:12:31
8684,2718,W,"Vavalle, Greysi (VEN)",25440,40-44,01:54:28,04:12:32
8690,2719,W,"Cheney, Christine (USA)",33456,55-59,02:04:03,04:12:36
8691,2720,W,"Salemi, Haleigh (USA)",13641,25-29,01:59:54,04:12:36
8692,2721,W,"Woolen, Heather (USA)",16780,40-44,02:00:13,04:12:36
8694,2722,W,"Bullock, Nina (USA)",28724,60-64,02:03:57,04:12:38
8695,2723,W,"Eagan, Christina (USA)",28026,35-39,01:55:59,04:12:38
8698,2724,W,"Cowell, Kelly (USA)",11794,40-44,02:01:26,04:12:40
8700,2725,W,"Toal, Kaitlin (USA)",34869,20-24,01:58:11,04:12:40
8706,2726,W,"Estrada, Ruth (USA)",10935,45-49,01:57:23,04:12:42
8707,2727,W,"Reardon, Andra (USA)",33346,45-49,02:07:49,04:12:43
8708,2728,W,"Huerta, Jessica (USA)",27381,40-44,01:57:13,04:12:43
8710,2729,W,"Acosta-Morel, Montserrat (DOM)",20320,35-39,02:06:21,04:12:43
8712,2730,W,"Schroeder, Claudia (GER)",27366,50-54,02:00:02,04:12:43
8716,2731,W,"Champion, Jane (USA)",33663,35-39,02:03:41,04:12:45
8721,2732,W,"Dobkin, Carlie (USA)",33886,25-29,02:03:00,04:12:47
8722,2733,W,"Wahl, Gloria (USA)",38152,50-54,01:57:04,04:12:47
